"","accID","accType","accSize","accTargets","district","month","sales","qty","strategy1","strategy2","strategy3","salesVisit1","salesVisit2","salesVisit3","salesVisit4","salesVisit5","compBrand"
"20","XYZ-987002","Pharmacy",700,25,3,2015-05-01,16194938,156,0,1553326,0,0,3e+05,1575000,0,0,4
"21","XYZ-987002","Pharmacy",700,25,3,2015-06-01,11933113,115,0,115380,0,0,375000,1950000,0,0,5
"22","XYZ-987002","Pharmacy",700,25,3,2015-07-01,12785478,123,0,416114,0,0,450000,2475000,0,0,5
"23","XYZ-987002","Pharmacy",700,25,3,2015-08-01,11933113,115,0,460359,0,0,225000,1575000,0,0,5
"24","XYZ-987002","Pharmacy",700,25,3,2015-09-01,17047304,164,0,287126,0,0,3e+05,1425000,0,0,5
"25","XYZ-987005","Hospital",790,24,3,2013-10-01,0,0,0,0,0,0,450000,75000,75000,0,4
"26","XYZ-987005","Hospital",790,24,3,2013-11-01,0,0,0,0,0,75000,6e+05,150000,3e+05,0,4
"27","XYZ-987005","Hospital",790,24,3,2013-12-01,0,0,0,0,0,150000,525000,75000,150000,0,4
"28","XYZ-987005","Hospital",790,24,3,2014-01-01,0,0,0,0,0,75000,450000,375000,150000,0,4
"29","XYZ-987005","Hospital",790,24,3,2014-02-01,0,0,0,0,0,75000,9e+05,525000,0,0,4
"30","XYZ-987005","Hospital",790,24,3,2014-03-01,0,0,165426,170760,0,0,525000,1125000,0,0,4
"31","XYZ-987005","Hospital",790,24,3,2014-04-01,8097469,66,141900,253125,0,0,3e+05,1425000,0,0,4
"32","XYZ-987005","Hospital",790,24,3,2014-05-01,17047304,164,71100,565398,0,0,3e+05,975000,0,0,4
"33","XYZ-987005","Hospital",790,24,3,2014-06-01,11080747,107,388385,225000,0,0,225000,1125000,0,0,4
"34","XYZ-987005","Hospital",790,24,3,2014-07-01,11933113,115,47640,0,0,0,525000,9e+05,0,0,4
"35","XYZ-987005","Hospital",790,24,3,2014-08-01,12785478,123,0,642456,0,0,3e+05,1500000,0,0,4
"36","XYZ-987005","Hospital",790,24,3,2014-09-01,12785478,123,0,0,0,75000,675000,1425000,0,0,4
"37","XYZ-987005","Hospital",790,24,3,2014-10-01,11933113,115,322360,1208887,0,150000,1650000,1125000,75000,0,4
"38","XYZ-987005","Hospital",790,24,3,2014-11-01,16194938,156,0,0,0,150000,1650000,1650000,0,0,4
"39","XYZ-987005","Hospital",790,24,3,2014-12-01,17899669,172,69055,0,0,0,525000,450000,150000,0,4
"40","XYZ-987005","Hospital",790,24,3,2015-01-01,21309130,205,0,0,0,0,525000,975000,75000,0,4
"41","XYZ-987005","Hospital",790,24,3,2015-02-01,21309130,205,0,0,0,375000,975000,3e+05,0,0,4
"42","XYZ-987005","Hospital",790,24,3,2015-03-01,18752034,180,136712,625776,0,150000,1800000,3e+05,0,0,4
"43","XYZ-987005","Hospital",790,24,3,2015-04-01,32389877,312,209674,1354200,0,75000,1275000,3e+05,0,0,4
"44","XYZ-987005","Hospital",790,24,3,2015-05-01,28128051,271,30000,0,0,0,1875000,150000,75000,0,4
"45","XYZ-987005","Hospital",790,24,3,2015-06-01,25570955,246,70000,0,0,0,750000,225000,0,0,5
"46","XYZ-987005","Hospital",790,24,3,2015-07-01,29832781,287,252104,798300,0,75000,1050000,375000,150000,0,5
"47","XYZ-987005","Hospital",790,24,3,2015-08-01,37504068,361,0,1081875,0,0,1725000,450000,0,0,5
"48","XYZ-987005","Hospital",790,24,3,2015-09-01,33242242,320,0,1276532,0,0,0,0,0,0,5
"49","XYZ-987006","Hospital",320,14,3,2013-10-01,0,0,0,0,0,0,0,0,0,0,4
"50","XYZ-987006","Hospital",320,14,3,2013-11-01,0,0,0,0,0,0,0,0,0,0,4
"51","XYZ-987006","Hospital",320,14,3,2013-12-01,0,0,0,0,0,0,0,0,0,0,4
"52","XYZ-987006","Hospital",320,14,3,2014-01-01,0,0,0,0,0,0,0,0,0,0,4
"53","XYZ-987006","Hospital",320,14,3,2014-02-01,0,0,0,0,0,0,0,675000,0,0,4
"54","XYZ-987006","Hospital",320,14,3,2014-03-01,0,0,165426,819885,0,0,225000,525000,75000,0,4
"55","XYZ-987006","Hospital",320,14,3,2014-04-01,0,0,0,0,0,0,150000,750000,0,0,4
"56","XYZ-987006","Hospital",320,14,3,2014-05-01,0,0,0,0,0,0,3e+05,450000,0,0,4
"57","XYZ-987006","Hospital",320,14,3,2014-06-01,0,0,153831,0,0,0,3e+05,525000,0,0,4
"58","XYZ-987006","Hospital",320,14,3,2014-07-01,9376017,66,5955,0,0,0,150000,6e+05,0,0,4
"59","XYZ-987006","Hospital",320,14,3,2014-08-01,6392739,49,0,1848470,0,0,825000,450000,0,0,4
"60","XYZ-987006","Hospital",320,14,3,2014-09-01,5966556,57,0,0,0,0,225000,375000,0,0,4
"61","XYZ-987006","Hospital",320,14,3,2014-10-01,6818921,66,74120,0,0,0,525000,450000,0,0,4
"62","XYZ-987006","Hospital",320,14,3,2014-11-01,2557096,49,0,0,0,0,675000,225000,0,0,4
"63","XYZ-987006","Hospital",320,14,3,2014-12-01,8523652,82,0,0,0,0,825000,150000,0,0,4
"64","XYZ-987006","Hospital",320,14,3,2015-01-01,9376017,90,0,1398654,0,0,1425000,0,0,0,4
"65","XYZ-987006","Hospital",320,14,3,2015-02-01,7671287,74,0,0,0,0,675000,150000,0,0,4
"66","XYZ-987006","Hospital",320,14,3,2015-03-01,9376017,90,0,0,0,0,9e+05,225000,0,0,4
"67","XYZ-987006","Hospital",320,14,3,2015-04-01,8523652,82,119674,416665,0,0,1125000,0,0,0,4
"68","XYZ-987006","Hospital",320,14,3,2015-05-01,6818921,66,0,0,0,0,975000,75000,0,0,4
"69","XYZ-987006","Hospital",320,14,3,2015-06-01,5966556,57,0,0,0,0,9e+05,225000,0,0,5
"70","XYZ-987006","Hospital",320,14,3,2015-07-01,5114191,49,252104,0,0,0,1200000,0,0,0,5
"71","XYZ-987006","Hospital",320,14,3,2015-08-01,5114191,49,0,0,0,0,1050000,0,0,0,5
"72","XYZ-987006","Hospital",320,14,3,2015-09-01,6818921,66,0,0,0,0,450000,0,0,0,5
"73","XYZ-987007","Pharmacy",1000,36,3,2013-10-01,0,0,0,0,0,0,0,0,0,0,4
"74","XYZ-987007","Pharmacy",1000,36,3,2013-11-01,0,0,0,0,0,0,0,0,0,0,4
"75","XYZ-987007","Pharmacy",1000,36,3,2013-12-01,0,0,0,0,0,0,0,150000,0,0,4
"76","XYZ-987007","Pharmacy",1000,36,3,2014-01-01,0,0,0,0,0,0,0,0,0,0,4
"77","XYZ-987007","Pharmacy",1000,36,3,2014-02-01,0,0,0,0,0,0,0,2325000,0,0,4
"78","XYZ-987007","Pharmacy",1000,36,3,2014-03-01,0,0,330852,0,0,0,0,2925000,0,0,4
"79","XYZ-987007","Pharmacy",1000,36,3,2014-04-01,0,0,12900,233800,0,0,0,3150000,0,0,4
"80","XYZ-987007","Pharmacy",1000,36,3,2014-05-01,0,0,7110,176760,0,0,0,2850000,0,0,4
"81","XYZ-987007","Pharmacy",1000,36,3,2014-06-01,0,0,39600,0,0,0,0,2400000,0,0,4
"82","XYZ-987007","Pharmacy",1000,36,3,2014-07-01,2983278,16,59550,332244,0,0,0,3600000,0,0,4
"83","XYZ-987007","Pharmacy",1000,36,3,2014-08-01,1704730,16,0,0,0,0,750000,2475000,0,75000,4
"84","XYZ-987007","Pharmacy",1000,36,3,2014-09-01,7671287,74,67088,1075296,0,0,75000,2175000,0,0,4
"85","XYZ-987007","Pharmacy",1000,36,3,2014-10-01,26849503,246,651480,0,0,0,75000,3150000,0,0,4
"86","XYZ-987007","Pharmacy",1000,36,3,2014-11-01,19178217,172,0,0,0,0,0,3e+06,0,75000,4
"87","XYZ-987007","Pharmacy",1000,36,3,2014-12-01,35799338,320,0,0,0,0,3075000,75000,0,0,4
"88","XYZ-987007","Pharmacy",1000,36,3,2015-01-01,37504068,361,0,546462,0,75000,1800000,3e+05,0,0,4
"89","XYZ-987007","Pharmacy",1000,36,3,2015-02-01,25997138,238,0,0,0,0,1875000,150000,0,0,4
"90","XYZ-987007","Pharmacy",1000,36,3,2015-03-01,29832781,287,136712,695525,0,0,2625000,225000,75000,0,4
"91","XYZ-987007","Pharmacy",1000,36,3,2015-04-01,49863363,467,239348,277088,0,0,2700000,3e+05,0,0,4
"92","XYZ-987007","Pharmacy",1000,36,3,2015-05-01,40913529,394,30000,1051150,0,0,2550000,0,0,0,4
"93","XYZ-987007","Pharmacy",1000,36,3,2015-06-01,27275686,262,35000,407142,0,0,375000,0,0,0,5
"94","XYZ-987007","Pharmacy",1000,36,3,2015-07-01,43044442,402,378156,258650,0,0,2400000,75000,0,0,5
"95","XYZ-987007","Pharmacy",1000,36,3,2015-08-01,15342573,148,0,422568,0,0,2550000,75000,0,0,5
"96","XYZ-987007","Pharmacy",1000,36,3,2015-09-01,24718590,238,0,274560,0,0,2850000,0,0,0,5
"97","XYZ-987008","Hospital",440,18,3,2013-10-01,0,0,0,0,0,0,0,0,0,0,4
"98","XYZ-987008","Hospital",440,18,3,2013-11-01,0,0,0,0,0,0,0,0,0,0,4
"99","XYZ-987008","Hospital",440,18,3,2013-12-01,0,0,0,0,0,75000,525000,75000,75000,0,4
"100","XYZ-987008","Hospital",440,18,3,2014-01-01,0,0,0,0,0,225000,9e+05,3e+05,150000,0,4
"101","XYZ-987008","Hospital",440,18,3,2014-02-01,0,0,0,0,0,150000,1275000,525000,0,0,4
"102","XYZ-987008","Hospital",440,18,3,2014-03-01,0,0,275710,0,0,0,1350000,9e+05,0,0,4
"103","XYZ-987008","Hospital",440,18,3,2014-04-01,3835643,25,51600,0,0,0,6e+05,975000,0,0,4
"104","XYZ-987008","Hospital",440,18,3,2014-05-01,5966556,57,21330,1017450,0,0,675000,9e+05,0,0,4
"105","XYZ-987008","Hospital",440,18,3,2014-06-01,7671287,74,771393,590216,0,0,750000,525000,0,0,4
"106","XYZ-987008","Hospital",440,18,3,2014-07-01,9376017,90,29775,360000,0,0,1650000,675000,0,0,4
"107","XYZ-987008","Hospital",440,18,3,2014-08-01,14490208,139,0,190152,0,75000,975000,975000,0,0,4
"108","XYZ-987008","Hospital",440,18,3,2014-09-01,15768756,139,0,362700,0,0,3e+05,450000,75000,0,4
"109","XYZ-987008","Hospital",440,18,3,2014-10-01,23013860,221,186180,362700,0,375000,1050000,1275000,150000,0,4
"110","XYZ-987008","Hospital",440,18,3,2014-11-01,24292408,221,0,370500,0,3e+05,750000,9e+05,150000,0,4
"111","XYZ-987008","Hospital",440,18,3,2014-12-01,26849503,246,69055,0,0,225000,3e+05,750000,225000,0,4
"112","XYZ-987008","Hospital",440,18,3,2015-01-01,23013860,221,0,0,0,75000,675000,675000,375000,0,4
"113","XYZ-987008","Hospital",440,18,3,2015-02-01,19604399,189,0,919600,0,6e+05,450000,6e+05,450000,0,4
"114","XYZ-987008","Hospital",440,18,3,2015-03-01,23866225,230,34178,623326,0,525000,6e+05,375000,375000,0,4
"115","XYZ-987008","Hospital",440,18,3,2015-04-01,25570955,246,329348,0,0,75000,225000,450000,375000,0,4
"116","XYZ-987008","Hospital",440,18,3,2015-05-01,23866225,230,0,1045324,0,375000,75000,3e+05,375000,0,4
"117","XYZ-987008","Hospital",440,18,3,2015-06-01,16194938,156,70000,0,0,150000,150000,150000,3e+05,0,5
"118","XYZ-987008","Hospital",440,18,3,2015-07-01,20882947,189,189078,718200,0,75000,525000,750000,675000,0,5
"119","XYZ-987008","Hospital",440,18,3,2015-08-01,18965125,201,0,0,0,525000,525000,750000,375000,0,5
"120","XYZ-987008","Hospital",440,18,3,2015-09-01,24718590,238,0,1150800,0,150000,75000,150000,0,0,5
"121","XYZ-987009","Pharmacy",520,19,3,2013-10-01,0,0,0,0,0,0,0,0,0,0,4
"122","XYZ-987009","Pharmacy",520,19,3,2013-11-01,0,0,0,0,0,0,0,0,0,0,4
"123","XYZ-987009","Pharmacy",520,19,3,2013-12-01,0,0,0,0,0,0,75000,75000,0,0,4
"124","XYZ-987009","Pharmacy",520,19,3,2014-01-01,0,0,0,0,0,0,525000,0,0,0,4
"125","XYZ-987009","Pharmacy",520,19,3,2014-02-01,0,0,0,0,0,75000,225000,375000,0,0,4
"126","XYZ-987009","Pharmacy",520,19,3,2014-03-01,0,0,220568,46500,0,0,975000,9e+05,0,0,4
"127","XYZ-987009","Pharmacy",520,19,3,2014-04-01,0,0,0,470530,0,75000,9e+05,450000,0,0,4
"128","XYZ-987009","Pharmacy",520,19,3,2014-05-01,0,0,0,58800,0,0,675000,6e+05,0,0,4
"129","XYZ-987009","Pharmacy",520,19,3,2014-06-01,0,0,201808,0,0,0,750000,675000,0,0,4
"130","XYZ-987009","Pharmacy",520,19,3,2014-07-01,0,0,17865,71400,0,0,1050000,6e+05,0,0,4
"131","XYZ-987009","Pharmacy",520,19,3,2014-08-01,1704730,16,77701,108900,0,0,1125000,750000,0,0,4
"132","XYZ-987009","Pharmacy",520,19,3,2014-09-01,1704730,16,0,732576,0,0,6e+05,375000,0,0,4
"133","XYZ-987009","Pharmacy",520,19,3,2014-10-01,4261826,41,124120,735456,0,0,750000,1125000,0,75000,4
"134","XYZ-987009","Pharmacy",520,19,3,2014-11-01,852365,8,0,0,0,0,450000,750000,0,75000,4
"135","XYZ-987009","Pharmacy",520,19,3,2014-12-01,2557096,25,0,0,0,0,3e+05,525000,0,0,4
"136","XYZ-987009","Pharmacy",520,19,3,2015-01-01,3409461,33,0,594810,0,0,0,1350000,0,0,4
"137","XYZ-987009","Pharmacy",520,19,3,2015-02-01,2557096,25,82000,481250,0,0,0,825000,0,0,4
"138","XYZ-987009","Pharmacy",520,19,3,2015-03-01,5114191,49,136712,476924,0,0,825000,6e+05,0,0,4
"139","XYZ-987009","Pharmacy",520,19,3,2015-04-01,5114191,49,179837,0,0,0,450000,675000,0,0,4
"140","XYZ-987009","Pharmacy",520,19,3,2015-05-01,5114191,49,90000,417590,0,0,675000,375000,0,0,4
"141","XYZ-987009","Pharmacy",520,19,3,2015-06-01,7671287,74,140000,0,0,0,450000,6e+05,0,0,5
"142","XYZ-987009","Pharmacy",520,19,3,2015-07-01,12785478,123,126052,100282,0,0,6e+05,675000,0,0,5
"143","XYZ-987009","Pharmacy",520,19,3,2015-08-01,12785478,123,0,956248,0,0,750000,450000,0,0,5
"144","XYZ-987009","Pharmacy",520,19,3,2015-09-01,11080747,107,0,0,0,0,450000,525000,0,0,5
"145","XYZ-987010","Hospital",670,27,3,2013-10-01,0,0,0,0,0,0,0,0,0,0,4
"146","XYZ-987010","Hospital",670,27,3,2013-11-01,0,0,0,0,0,0,0,0,0,0,4
"147","XYZ-987010","Hospital",670,27,3,2013-12-01,0,0,0,0,0,0,150000,375000,0,75000,4
"148","XYZ-987010","Hospital",670,27,3,2014-01-01,0,0,0,0,0,0,450000,225000,0,150000,4
"149","XYZ-987010","Hospital",670,27,3,2014-02-01,0,0,0,0,0,0,675000,450000,0,0,4
"150","XYZ-987010","Hospital",670,27,3,2014-03-01,0,0,441136,532888,0,0,1200000,750000,0,0,4
"151","XYZ-987010","Hospital",670,27,3,2014-04-01,0,0,38700,0,0,0,1125000,525000,0,0,4
"152","XYZ-987010","Hospital",670,27,3,2014-05-01,0,0,21330,850663,0,0,675000,225000,0,0,4
"153","XYZ-987010","Hospital",670,27,3,2014-06-01,0,0,183531,0,0,0,1125000,75000,0,0,4
"154","XYZ-987010","Hospital",670,27,3,2014-07-01,0,0,5955,712345,0,0,1575000,3e+05,0,0,4
"155","XYZ-987010","Hospital",670,27,3,2014-08-01,0,0,0,13500,0,0,9e+05,750000,0,0,4
"156","XYZ-987010","Hospital",670,27,3,2014-09-01,10228382,74,0,710304,0,0,150000,750000,0,0,4
"157","XYZ-987010","Hospital",670,27,3,2014-10-01,3409461,33,247360,498663,0,0,1200000,375000,0,0,4
"158","XYZ-987010","Hospital",670,27,3,2014-11-01,2557096,25,0,0,0,0,525000,6e+05,0,0,4
"159","XYZ-987010","Hospital",670,27,3,2014-12-01,9376017,90,0,0,0,0,675000,750000,0,0,4
"160","XYZ-987010","Hospital",670,27,3,2015-01-01,7671287,74,0,13200,0,0,1200000,375000,0,0,4
"161","XYZ-987010","Hospital",670,27,3,2015-02-01,5114191,49,82000,0,0,0,6e+05,450000,0,0,4
"162","XYZ-987010","Hospital",670,27,3,2015-03-01,11933113,115,0,931346,0,0,2625000,825000,0,0,4
"163","XYZ-987010","Hospital",670,27,3,2015-04-01,17047304,164,239348,0,0,0,1575000,1050000,0,0,4
"164","XYZ-987010","Hospital",670,27,3,2015-05-01,13637843,131,189484,540900,0,0,975000,750000,0,0,4
"165","XYZ-987010","Hospital",670,27,3,2015-06-01,14490208,139,35000,0,0,0,975000,3e+05,0,0,5
"166","XYZ-987010","Hospital",670,27,3,2015-07-01,16194938,156,189078,779200,0,0,1050000,975000,0,0,5
"167","XYZ-987010","Hospital",670,27,3,2015-08-01,13637843,131,0,22800,0,0,1200000,675000,0,0,5
"168","XYZ-987010","Hospital",670,27,3,2015-09-01,15342573,148,0,29000,0,0,525000,1050000,0,0,5
"169","XYZ-987014","Polyclinic",240,6,3,2013-10-01,0,0,0,0,0,0,0,0,0,0,4
"170","XYZ-987014","Polyclinic",240,6,3,2013-11-01,0,0,0,0,0,0,0,0,0,0,4
"171","XYZ-987014","Polyclinic",240,6,3,2013-12-01,0,0,0,0,0,0,0,0,0,0,4
"172","XYZ-987014","Polyclinic",240,6,3,2014-01-01,0,0,0,0,0,0,0,0,0,0,4
"173","XYZ-987014","Polyclinic",240,6,3,2014-02-01,0,0,0,0,0,0,0,9e+05,0,0,4
"174","XYZ-987014","Polyclinic",240,6,3,2014-03-01,0,0,0,0,0,0,150000,1050000,0,0,4
"175","XYZ-987014","Polyclinic",240,6,3,2014-04-01,0,0,0,0,0,0,0,1200000,0,0,4
"176","XYZ-987014","Polyclinic",240,6,3,2014-05-01,0,0,0,0,0,0,6e+05,450000,0,0,4
"177","XYZ-987014","Polyclinic",240,6,3,2014-06-01,0,0,0,0,0,0,0,1050000,0,0,4
"178","XYZ-987014","Polyclinic",240,6,3,2014-07-01,0,0,0,0,0,0,0,1125000,0,0,4
"179","XYZ-987014","Polyclinic",240,6,3,2014-08-01,0,0,0,0,0,0,0,6e+05,0,0,4
"180","XYZ-987014","Polyclinic",240,6,3,2014-09-01,0,0,0,0,0,0,375000,375000,0,0,4
"181","XYZ-987014","Polyclinic",240,6,3,2014-10-01,0,0,0,0,0,0,0,1125000,0,0,4
"182","XYZ-987014","Polyclinic",240,6,3,2014-11-01,0,0,0,0,0,0,0,975000,0,0,4
"183","XYZ-987014","Polyclinic",240,6,3,2014-12-01,0,0,0,0,0,0,0,0,0,0,4
"184","XYZ-987014","Polyclinic",240,6,3,2015-01-01,0,0,0,0,0,0,0,0,0,0,4
"185","XYZ-987014","Polyclinic",240,6,3,2015-02-01,0,0,0,0,0,0,0,1050000,0,0,4
"186","XYZ-987014","Polyclinic",240,6,3,2015-03-01,0,0,0,0,0,0,75000,1050000,0,0,4
"187","XYZ-987014","Polyclinic",240,6,3,2015-04-01,426183,4,0,0,0,0,0,1050000,0,0,4
"188","XYZ-987014","Polyclinic",240,6,3,2015-05-01,0,0,0,0,0,0,0,0,0,0,4
"189","XYZ-987014","Polyclinic",240,6,3,2015-06-01,426183,4,0,0,0,0,0,0,0,0,5
"190","XYZ-987014","Polyclinic",240,6,3,2015-07-01,852365,8,0,0,0,0,0,375000,0,0,5
"191","XYZ-987014","Polyclinic",240,6,3,2015-08-01,1704730,16,0,0,0,0,0,450000,0,0,5
"192","XYZ-987014","Polyclinic",240,6,3,2015-09-01,1704730,16,0,0,0,0,0,3e+05,0,0,5
"193","XYZ-987015","Hospital",210,8,3,2013-10-01,852365,8,0,0,0,0,0,0,0,0,4
"194","XYZ-987015","Hospital",210,8,3,2013-11-01,1534257,15,0,0,0,0,0,0,0,0,4
"195","XYZ-987015","Hospital",210,8,3,2013-12-01,1704730,16,0,0,0,0,0,0,0,0,4
"196","XYZ-987015","Hospital",210,8,3,2014-01-01,3409461,33,71540,180000,0,0,150000,750000,0,0,4
"197","XYZ-987015","Hospital",210,8,3,2014-02-01,5966556,57,0,0,0,0,75000,6e+05,0,75000,4
"198","XYZ-987015","Hospital",210,8,3,2014-03-01,17047304,164,0,182000,0,0,525000,825000,0,0,4
"199","XYZ-987015","Hospital",210,8,3,2014-04-01,2557096,25,0,0,0,0,150000,750000,150000,75000,4
"200","XYZ-987015","Hospital",210,8,3,2014-05-01,2557096,25,0,150000,0,0,225000,525000,0,0,4
"201","XYZ-987015","Hospital",210,8,3,2014-06-01,2557096,25,128000,0,0,0,6e+05,0,0,0,4
"202","XYZ-987015","Hospital",210,8,3,2014-07-01,3409461,33,0,88400,0,0,675000,75000,0,0,4
"203","XYZ-987015","Hospital",210,8,3,2014-08-01,4261826,41,0,290454,0,150000,450000,0,0,0,4
"204","XYZ-987015","Hospital",210,8,3,2014-09-01,3409461,33,0,292650,0,75000,450000,0,0,0,4
"205","XYZ-987015","Hospital",210,8,3,2014-10-01,3409461,33,0,61000,0,375000,150000,0,75000,0,4
"206","XYZ-987015","Hospital",210,8,3,2014-11-01,2557096,25,0,0,0,3e+05,225000,0,0,0,4
"207","XYZ-987015","Hospital",210,8,3,2014-12-01,2301386,22,0,130000,0,150000,375000,150000,0,0,4
"208","XYZ-987015","Hospital",210,8,3,2015-01-01,3409461,33,0,0,0,0,3e+05,0,0,0,4
"209","XYZ-987015","Hospital",210,8,3,2015-02-01,4261826,41,165000,0,0,0,825000,75000,0,0,4
"210","XYZ-987015","Hospital",210,8,3,2015-03-01,3409461,33,0,912076,0,0,675000,525000,0,0,4
"211","XYZ-987015","Hospital",210,8,3,2015-04-01,5199428,50,0,0,0,0,6e+05,0,0,0,4
"212","XYZ-987015","Hospital",210,8,3,2015-05-01,5114191,49,0,0,0,0,3e+05,0,0,0,4
"213","XYZ-987015","Hospital",210,8,3,2015-06-01,6818921,66,0,0,0,0,150000,0,0,0,5
"214","XYZ-987015","Hospital",210,8,3,2015-07-01,7159868,69,0,0,0,0,3e+05,0,0,0,5
"215","XYZ-987015","Hospital",210,8,3,2015-08-01,10228382,98,0,0,0,0,150000,150000,0,0,5
"216","XYZ-987015","Hospital",210,8,3,2015-09-01,13637843,131,0,0,0,0,0,450000,0,0,5
"217","XYZ-987016","Hospital",200,6,3,2013-10-01,0,0,0,0,0,0,0,0,0,75000,4
"218","XYZ-987016","Hospital",200,6,3,2013-11-01,852365,8,0,0,0,0,0,0,0,0,4
"219","XYZ-987016","Hospital",200,6,3,2013-12-01,0,0,0,0,0,0,0,0,0,0,4
"220","XYZ-987016","Hospital",200,6,3,2014-01-01,0,0,0,0,0,0,0,0,0,0,4
"221","XYZ-987016","Hospital",200,6,3,2014-02-01,0,0,0,0,0,0,0,975000,0,0,4
"222","XYZ-987016","Hospital",200,6,3,2014-03-01,852365,8,0,0,0,0,0,750000,0,0,4
"223","XYZ-987016","Hospital",200,6,3,2014-04-01,0,0,0,414596,0,0,225000,6e+05,0,0,4
"224","XYZ-987016","Hospital",200,6,3,2014-05-01,0,0,0,0,0,0,0,225000,0,0,4
"225","XYZ-987016","Hospital",200,6,3,2014-06-01,0,0,0,0,0,0,3e+05,450000,0,0,4
"226","XYZ-987016","Hospital",200,6,3,2014-07-01,0,0,0,0,0,0,0,825000,0,0,4
"227","XYZ-987016","Hospital",200,6,3,2014-08-01,852365,8,0,0,0,0,225000,375000,0,0,4
"228","XYZ-987016","Hospital",200,6,3,2014-09-01,0,0,0,0,0,0,0,525000,0,0,4
"229","XYZ-987016","Hospital",200,6,3,2014-10-01,0,0,0,346416,0,0,225000,375000,0,0,4
"230","XYZ-987016","Hospital",200,6,3,2014-11-01,0,0,0,0,0,0,0,525000,0,0,4
"231","XYZ-987016","Hospital",200,6,3,2014-12-01,0,0,0,0,0,0,0,0,0,0,4
"232","XYZ-987016","Hospital",200,6,3,2015-01-01,852365,8,0,0,0,0,0,375000,0,0,4
"233","XYZ-987016","Hospital",200,6,3,2015-02-01,0,0,0,0,0,0,375000,0,0,0,4
"234","XYZ-987016","Hospital",200,6,3,2015-03-01,0,0,0,0,0,0,0,6e+05,0,0,4
"235","XYZ-987016","Hospital",200,6,3,2015-04-01,0,0,0,0,0,0,0,750000,0,0,4
"236","XYZ-987016","Hospital",200,6,3,2015-05-01,0,0,109000,0,0,0,0,375000,0,0,4
"237","XYZ-987016","Hospital",200,6,3,2015-06-01,852365,8,0,0,0,0,0,0,0,0,5
"238","XYZ-987016","Hospital",200,6,3,2015-07-01,852365,8,0,0,0,0,0,0,0,0,5
"239","XYZ-987016","Hospital",200,6,3,2015-08-01,0,0,0,0,0,0,0,225000,0,0,5
"240","XYZ-987016","Hospital",200,6,3,2015-09-01,852365,8,0,0,0,0,0,6e+05,0,0,5
"241","XYZ-987017","Hospital",680,34,3,2013-10-01,2557096,25,0,0,0,0,0,0,0,0,4
"242","XYZ-987017","Hospital",680,34,3,2013-11-01,5114191,49,0,0,0,0,0,0,0,0,4
"243","XYZ-987017","Hospital",680,34,3,2013-12-01,5114191,49,0,0,0,0,0,0,0,0,4
"244","XYZ-987017","Hospital",680,34,3,2014-01-01,7671287,74,0,0,0,0,0,0,0,0,4
"245","XYZ-987017","Hospital",680,34,3,2014-02-01,5114191,49,0,113191,0,0,1950000,0,0,0,4
